area,description,house,layout,position,price,sale,style,tags,village,zone
48㎡,https://sz.zu.ke.com//zufang/SZ2545658015030452224.html,深圳市软件产业基地,1室0厅1卫,西,5800 元/月,null,整租,"官方核验,近地铁",科技园,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2246286996887060480.html,千叶苑,5室1厅2卫,南,1790 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
18㎡,https://sz.zu.ke.com//zufang/SZ2256301912397709312.html,西丽湖度假村,4室1厅1卫,南,2290 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",大学城,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2514467090254004224.html,海昌大厦,4室1厅1卫,南,2090 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",蛇口,南山区
72㎡,https://sz.zu.ke.com//zufang/SZ2548499831555629056.html,海典居,2室2厅1卫,南,6500 元/月,null,整租,官方核验,南山中心,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2166175914386530304.html,天朗风清,4室1厅1卫,东,1930 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",前海,南山区
82㎡,https://sz.zu.ke.com//zufang/SZ2493275395567124480.html,龙辉花园,3室1厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁,随时看房",西丽,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2514467090254004224.html,海昌大厦,4室1厅1卫,南,2090 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",蛇口,南山区
77㎡,https://sz.zu.ke.com//zufang/SZ2517170706962186240.html,俊峰丽舍,2室2厅1卫,南,6800 元/月,null,整租,"官方核验,近地铁",西丽,南山区
9㎡,https://sz.zu.ke.com//zufang/SZ2548240765344292864.html,星海名城一期三组团,4室1厅2卫,东,2260 元/月,null,合租,"公寓,精装,押一付一,随时看房",前海,南山区
60㎡,https://sz.zu.ke.com//zufang/SZ2479631582563147776.html,瑞景华庭,2室1厅1卫,南,5500 元/月,null,整租,"官方核验,近地铁",前海,南山区
58㎡,https://sz.zu.ke.com//zufang/SZ2549223585973534720.html,花果山小区,2室1厅1卫,东,6500 元/月,null,整租,官方核验,蛇口,南山区
72㎡,https://sz.zu.ke.com//zufang/SZ2531159457950875648.html,苏豪名厦,2室2厅1卫,南,6300 元/月,null,整租,"官方核验,近地铁,精装,随时看房",南头,南山区
48㎡,https://sz.zu.ke.com//zufang/SZ2495036767023923200.html,诺德假日花园,2室1厅1卫,东,5500 元/月,null,整租,"官方核验,精装",前海,南山区
46㎡,https://sz.zu.ke.com//zufang/SZ2534056171288412160.html,阳光里雅居,2室1厅1卫,东,7000 元/月,null,整租,"官方核验,精装",南山中心,南山区
14㎡,https://sz.zu.ke.com//zufang/SZ2167381945867042816.html,水湾B区,3室1厅1卫,南,2330 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
30㎡,https://sz.zu.ke.com//zufang/SZ2541774520164302848.html,阳光里雅居,2室1厅1卫,西,7000 元/月,null,整租,"官方核验,精装",南山中心,南山区
10㎡,https://sz.zu.ke.com//zufang/SZ2086281493549948928.html,嘉南美地,3室1厅1卫,南,2490 元/月,null,合租,"公寓,精装,押一付一,随时看房",南头,南山区
77㎡,https://sz.zu.ke.com//zufang/SZ2513574368953769984.html,华彩花园,3室2厅1卫,南,7000 元/月,null,整租,官方核验,蛇口,南山区
43㎡,https://sz.zu.ke.com//zufang/SZ2514337402408148992.html,英达钰龙园,3室1厅1卫,东南西南,6300 元/月,null,整租,"官方核验,精装,随时看房",南头,南山区
86㎡,https://sz.zu.ke.com//zufang/SZ2495705695983239168.html,华联花园,3室1厅1卫,南,6200 元/月,null,整租,"官方核验,精装",南山中心,南山区
62㎡,https://sz.zu.ke.com//zufang/SZ2510780859729051648.html,华联花园,2室1厅1卫,南,5800 元/月,null,整租,官方核验,南山中心,南山区
95㎡,https://sz.zu.ke.com//zufang/SZ2536081295965437952.html,港湾生活小区,3室2厅1卫,东南,6100 元/月,null,整租,"官方核验,随时看房",前海,南山区
67㎡,https://sz.zu.ke.com//zufang/SZ2537658924216360960.html,南海台大厦,2室1厅1卫,东,6300 元/月,null,整租,"官方核验,近地铁",南头,南山区
65㎡,https://sz.zu.ke.com//zufang/SZ2504270713742172160.html,英达钰龙园,2室1厅1卫,东南,6300 元/月,null,整租,"官方核验,随时看房",南头,南山区
7㎡,https://sz.zu.ke.com//zufang/SZ2196864807264075776.html,半岛花园B区,5室1厅2卫,东,1790 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
90㎡,https://sz.zu.ke.com//zufang/SZ2523020334593220608.html,南头中学教师楼,3室1厅1卫,南,6000 元/月,null,整租,"官方核验,随时看房",南头,南山区
7㎡,https://sz.zu.ke.com//zufang/SZ2098496181075181568.html,蓝月湾畔,4室1厅1卫,西,1930 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
54㎡,https://sz.zu.ke.com//zufang/SZ2528811253426552832.html,后海名苑居北区,2室1厅1卫,东南,6800 元/月,null,整租,"官方核验,近地铁,精装",后海,南山区
9㎡,https://sz.zu.ke.com//zufang/SZ2085316189382246400.html,蓝月湾畔,4室1厅1卫,北,2230 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
71㎡,https://sz.zu.ke.com//zufang/SZ2528856390974849024.html,前海金岸,2室1厅1卫,西南,7200 元/月,null,整租,"官方核验,近地铁,精装",南头,南山区
11㎡,https://sz.zu.ke.com//zufang/SZ2459644061893017600.html,半岛花园B区,4室1厅1卫,北,2330 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",蛇口,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2501843791535669248.html,金竹园北座,4室1厅1卫,南,1730 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2526429725753081856.html,半岛花园B区,4室1厅1卫,北,1890 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
80㎡,https://sz.zu.ke.com//zufang/SZ2521054486747676672.html,明珠花园,2室2厅1卫,南,6300 元/月,null,整租,"官方核验,近地铁",白石洲,南山区
9㎡,https://sz.zu.ke.com//zufang/SZ2085316189382246400.html,蓝月湾畔,4室1厅1卫,北,2230 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
65㎡,https://sz.zu.ke.com//zufang/SZ2483316269776896000.html,嘉南美地,2室1厅1卫,北,6500 元/月,null,整租,"官方核验,精装,随时看房",南头,南山区
10㎡,https://sz.zu.ke.com//zufang/SZ2086281493549948928.html,嘉南美地,3室1厅1卫,南,2490 元/月,null,合租,"公寓,精装,押一付一,随时看房",南头,南山区
48㎡,https://sz.zu.ke.com//zufang/SZ2497619765665726464.html,星海名城五期,2室1厅1卫,东南,6500 元/月,null,整租,"官方核验,近地铁",前海,南山区
11㎡,https://sz.zu.ke.com//zufang/SZ2459644061893017600.html,半岛花园B区,4室1厅1卫,北,2330 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",蛇口,南山区
65㎡,https://sz.zu.ke.com//zufang/SZ2539843838898880512.html,康乐村小区,2室1厅1卫,南,5800 元/月,null,整租,"官方核验,精装,随时看房",南头,南山区
80㎡,https://sz.zu.ke.com//zufang/SZ2530262139550580736.html,金竹园北座,2室2厅1卫,南北,6200 元/月,null,整租,官方核验,蛇口,南山区
71㎡,https://sz.zu.ke.com//zufang/SZ2538461655994736640.html,鸿洲新都,2室1厅1卫,东南,6600 元/月,null,整租,"官方核验,精装",南头,南山区
78㎡,https://sz.zu.ke.com//zufang/SZ2513073924255268864.html,丰泽园,2室1厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁,精装",前海,南山区
59㎡,https://sz.zu.ke.com//zufang/SZ2550500479910019072.html,中润百分百公寓,2室1厅1卫,南,6500 元/月,null,整租,"官方核验,近地铁,精装",南山中心,南山区
7㎡,https://sz.zu.ke.com//zufang/SZ2196864807264075776.html,半岛花园B区,5室1厅2卫,东,1790 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
50㎡,https://sz.zu.ke.com//zufang/SZ2516628917751136256.html,国际市长交流中心,1室0厅1卫,南,6000 元/月,null,整租,"官方核验,近地铁,精装",红树湾,南山区
9㎡,https://sz.zu.ke.com//zufang/SZ2231749235554910208.html,半岛花园B区,4室1厅1卫,南,1990 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
45㎡,https://sz.zu.ke.com//zufang/SZ2518054952153120768.html,新一代国际公寓,1室0厅1卫,东,5800 元/月,null,整租,"官方核验,近地铁,精装,随时看房",后海,南山区
39㎡,https://sz.zu.ke.com//zufang/SZ2541130243201581056.html,瑞思中心,1室0厅1卫,南,5500 元/月,null,整租,"官方核验,近地铁,随时看房",华侨城,南山区
40㎡,https://sz.zu.ke.com//zufang/SZ2480414634952368128.html,绿海名都,1室0厅1卫,南,5500 元/月,null,整租,"官方核验,近地铁",前海,南山区
92㎡,https://sz.zu.ke.com//zufang/SZ2525334578978095104.html,新海大厦,1室1厅1卫,东北,7000 元/月,null,整租,"官方核验,近地铁,精装,随时看房",南头,南山区
60㎡,https://sz.zu.ke.com//zufang/SZ2530243212174696448.html,前海明珠,2室1厅1卫,东南,6200 元/月,null,整租,"官方核验,随时看房",前海,南山区
57㎡,https://sz.zu.ke.com//zufang/SZ2549036503372677120.html,中爱花园,2室2厅1卫,西南,6200 元/月,null,整租,"官方核验,近地铁",西丽,南山区
42㎡,https://sz.zu.ke.com//zufang/SZ2543477870178091008.html,南园枫叶国际广场,2室1厅1卫,东南,6000 元/月,null,整租,"官方核验,精装,随时看房",南山中心,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2219453223419248640.html,玫瑰园小区,4室1厅1卫,东,1730 元/月,null,合租,"公寓,精装,押一付一,随时看房",蛇口,南山区
77㎡,https://sz.zu.ke.com//zufang/SZ2542580207810772992.html,侨城豪苑二期,2室2厅1卫,东南,7200 元/月,null,整租,"官方核验,近地铁,精装",白石洲,南山区
10㎡,https://sz.zu.ke.com//zufang/SZ2315435426032123904.html,半岛花园B区,4室1厅1卫,北,1990 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
57㎡,https://sz.zu.ke.com//zufang/SZ2505261247511920640.html,金海岸大厦,2室1厅1卫,南,7200 元/月,null,整租,"官方核验,近地铁",后海,南山区
9㎡,https://sz.zu.ke.com//zufang/SZ2540854749184933888.html,石云村,4室1厅1卫,东,2060 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
40㎡,https://sz.zu.ke.com//zufang/SZ2546359236758077440.html,星海名城五期,2室1厅1卫,东,6000 元/月,null,整租,"官方核验,近地铁,精装",前海,南山区
11㎡,https://sz.zu.ke.com//zufang/SZ2514317484052987904.html,石云村,4室1厅1卫,西,2430 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",蛇口,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2222281795951935488.html,千叶苑,5室1厅2卫,北,1760 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
7㎡,https://sz.zu.ke.com//zufang/SZ2261732695262633984.html,常兴广场,4室1厅2卫,南,1990 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",南头,南山区
60㎡,https://sz.zu.ke.com//zufang/SZ2354084031861637120.html,松坪村东区三期,2室1厅1卫,东南西北,6200 元/月,null,整租,"官方核验,精装,随时看房",科技园,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2526429725753081856.html,半岛花园B区,4室1厅1卫,北,1890 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
44㎡,https://sz.zu.ke.com//zufang/SZ2162087724750733312.html,栖游家园,1室1厅1卫,南,5800 元/月,null,整租,"官方核验,精装",蛇口,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2155039826007556096.html,玫瑰园小区,4室1厅1卫,北,1730 元/月,null,合租,"公寓,精装,押一付一,随时看房",蛇口,南山区
45㎡,https://sz.zu.ke.com//zufang/SZ2395587376991698944.html,公园道,1室0厅2卫,北,6500 元/月,null,整租,"官方核验,近地铁,精装,双卫生间",南山中心,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2064535856815292416.html,蓝月湾畔,4室1厅1卫,西,2190 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
51㎡,https://sz.zu.ke.com//zufang/SZ2550497368248156160.html,春树里,2室1厅1卫,东,6880 元/月,null,整租,官方核验,蛇口,南山区
84㎡,https://sz.zu.ke.com//zufang/SZ2517917139378110464.html,永乐新村,3室2厅1卫,南,6800 元/月,null,整租,官方核验,蛇口,南山区
49㎡,https://sz.zu.ke.com//zufang/SZ2309387572641800192.html,国际市长交流中心,1室0厅1卫,东北,6000 元/月,null,整租,"官方核验,近地铁",红树湾,南山区
39㎡,https://sz.zu.ke.com//zufang/SZ2403561135443296256.html,国际市长交流中心,1室1厅1卫,东南,5500 元/月,null,整租,"官方核验,近地铁,随时看房",红树湾,南山区
57㎡,https://sz.zu.ke.com//zufang/SZ2518829913746702336.html,金海岸大厦,2室2厅1卫,北,6900 元/月,null,整租,"官方核验,近地铁,精装,随时看房",后海,南山区
12㎡,https://sz.zu.ke.com//zufang/SZ2497903843300343808.html,阳光棕榈园三期,4室1厅2卫,南,1610 元/月,null,合租,"公寓,月租,精装,随时看房",前海,南山区
76㎡,https://sz.zu.ke.com//zufang/SZ2521555105854537728.html,愉康花园,3室2厅2卫,东南,7300 元/月,null,整租,"官方核验,近地铁,精装,双卫生间",南山中心,南山区
10㎡,https://sz.zu.ke.com//zufang/SZ2498029718264356864.html,阳光棕榈园一期,4室1厅2卫,南,1860 元/月,null,合租,"公寓,月租,近地铁,精装,随时看房",前海,南山区
94㎡,https://sz.zu.ke.com//zufang/SZ2541127180923183104.html,华彩花园,3室2厅1卫,东南,7000 元/月,null,整租,"官方核验,随时看房",蛇口,南山区
70㎡,https://sz.zu.ke.com//zufang/SZ2548480442983006208.html,山海津,2室1厅1卫,东南,6500 元/月,null,整租,"官方核验,精装",蛇口,南山区
58㎡,https://sz.zu.ke.com//zufang/SZ2480363932016459776.html,鼎太风华七期,2室1厅1卫,北,6500 元/月,null,整租,"官方核验,近地铁",前海,南山区
55㎡,https://sz.zu.ke.com//zufang/SZ2489636371531309056.html,龙都名园,2室1厅1卫,南北,6000 元/月,null,整租,"官方核验,近地铁",西丽,南山区
71㎡,https://sz.zu.ke.com//zufang/SZ2507048908019482624.html,信和自由广场,2室1厅1卫,西南,7200 元/月,null,整租,"官方核验,近地铁,精装",后海,南山区
87㎡,https://sz.zu.ke.com//zufang/SZ2508008782744002560.html,龙辉花园,3室1厅1卫,南,6400 元/月,null,整租,"官方核验,近地铁,随时看房",西丽,南山区
67㎡,https://sz.zu.ke.com//zufang/SZ2508682257162567680.html,金色阳光雅居,2室1厅1卫,南,7200 元/月,null,整租,"官方核验,近地铁,精装,随时看房",蛇口,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2520640786715123712.html,育德佳园,3室1厅1卫,南,2490 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",后海,南山区
63㎡,https://sz.zu.ke.com//zufang/SZ2508637255350878208.html,鹏都大厦,1室1厅1卫,南,6000 元/月,null,整租,"官方核验,近地铁,随时看房",南山中心,南山区
15㎡,https://sz.zu.ke.com//zufang/SZ2508776783050964992.html,云栖西岸,5室1厅2卫,西南,1800 元/月,null,合租,"租住保障,公寓,月租,近地铁,精装,随时看房",前海,南山区
78㎡,https://sz.zu.ke.com//zufang/SZ2418948216247820288.html,侨城豪苑二期,2室1厅1卫,北,7000 元/月,null,整租,"官方核验,近地铁,精装,随时看房",白石洲,南山区
15㎡,https://sz.zu.ke.com//zufang/SZ2509930750468423680.html,阳光棕榈园一期,4室1厅2卫,东南,1950 元/月,null,合租,"公寓,月租,近地铁,精装,押一付一,随时看房",前海,南山区
99㎡,https://sz.zu.ke.com//zufang/SZ2423234557403725824.html,汇宾广场,3室2厅1卫,北,7000 元/月,null,整租,"官方核验,近地铁,精装",南山中心,南山区
7㎡,https://sz.zu.ke.com//zufang/SZ2511056725831335936.html,京基御景峯,3室2厅2卫,南,1800 元/月,null,合租,"租住保障,公寓,精装,随时看房",大学城,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2511046019920166912.html,京基御景峯,3室2厅2卫,南,1887 元/月,null,合租,"租住保障,公寓,精装,随时看房",大学城,南山区
9㎡,https://sz.zu.ke.com//zufang/SZ2550516369770946560.html,阳光棕榈园一期,5室1厅2卫,东南,1900 元/月,null,合租,"公寓,月租,精装,随时看房",前海,南山区
78㎡,https://sz.zu.ke.com//zufang/SZ2505154398792196096.html,龙联花园,2室1厅1卫,南,6200 元/月,null,整租,"官方核验,近地铁",西丽,南山区
12㎡,https://sz.zu.ke.com//zufang/SZ2497903843300343808.html,阳光棕榈园三期,4室1厅2卫,南,1610 元/月,null,合租,"公寓,月租,精装,随时看房",前海,南山区
71㎡,https://sz.zu.ke.com//zufang/SZ2507048908019482624.html,信和自由广场,2室1厅1卫,西南,7200 元/月,null,整租,"官方核验,近地铁,精装",后海,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2533088934083166208.html,桃源村一期,4室1厅1卫,北,1690 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",西丽,南山区
62㎡,https://sz.zu.ke.com//zufang/SZ2506474416683089920.html,万象新园,2室1厅1卫,东北,7000 元/月,null,整租,"官方核验,精装",南山中心,南山区
14㎡,https://sz.zu.ke.com//zufang/SZ2481638565524807680.html,诺德假日花园,4室1厅2卫,东南,1890 元/月,null,合租,"公寓,月租,近地铁,精装,随时看房",前海,南山区
58㎡,https://sz.zu.ke.com//zufang/SZ2534051429820407808.html,新街口花园,2室1厅1卫,西北,6100 元/月,null,整租,"官方核验,近地铁,随时看房",南山中心,南山区
63㎡,https://sz.zu.ke.com//zufang/SZ2534717880449376256.html,美丽湾国际公寓,3室1厅1卫,东南南,7000 元/月,null,整租,"官方核验,近地铁",南山中心,南山区
57㎡,https://sz.zu.ke.com//zufang/SZ2535566228999634944.html,瑞铧苑,2室2厅1卫,南,7000 元/月,null,整租,"官方核验,近地铁",后海,南山区
91㎡,https://sz.zu.ke.com//zufang/SZ2529620962924560384.html,龙联花园,3室1厅1卫,南,6500 元/月,null,整租,"官方核验,精装,随时看房",西丽,南山区
76㎡,https://sz.zu.ke.com//zufang/SZ2533863984050733056.html,城市假日花园,2室2厅1卫,东南,6600 元/月,null,整租,"官方核验,近地铁",西丽,南山区
18㎡,https://sz.zu.ke.com//zufang/SZ2423338920570781696.html,港湾丽都,4室1厅2卫,南,2190 元/月,null,合租,"公寓,月租,近地铁,精装,随时看房",前海,南山区
76㎡,https://sz.zu.ke.com//zufang/SZ2536000157187842048.html,阳光棕榈园三期,2室1厅1卫,东南,7300 元/月,null,整租,"官方核验,随时看房",前海,南山区
7㎡,https://sz.zu.ke.com//zufang/SZ2428817269862694912.html,天海花园,3室2厅1卫,东南,1950 元/月,null,合租,"租住保障,公寓,近地铁,精装",后海,南山区
67㎡,https://sz.zu.ke.com//zufang/SZ2536168532900069376.html,百富大厦南山区,2室1厅1卫,东,6000 元/月,null,整租,"官方核验,近地铁,精装",南山中心,南山区
93㎡,https://sz.zu.ke.com//zufang/SZ2535989307790344192.html,桃源村二期,3室1厅1卫,南,7300 元/月,null,整租,"官方核验,近地铁",西丽,南山区
78㎡,https://sz.zu.ke.com//zufang/SZ2418948216247820288.html,侨城豪苑二期,2室1厅1卫,北,7000 元/月,null,整租,"官方核验,近地铁,精装,随时看房",白石洲,南山区
43㎡,https://sz.zu.ke.com//zufang/SZ2469378660130627584.html,海岸明珠园,1室1厅1卫,北,6500 元/月,null,整租,"官方核验,近地铁,精装",南山中心,南山区
87㎡,https://sz.zu.ke.com//zufang/SZ2428867917350174720.html,鹏都大厦,2室2厅1卫,东南,7200 元/月,null,整租,"官方核验,近地铁,随时看房",南山中心,南山区
99㎡,https://sz.zu.ke.com//zufang/SZ2423234557403725824.html,汇宾广场,3室2厅1卫,北,7000 元/月,null,整租,"官方核验,近地铁,精装",南山中心,南山区
82㎡,https://sz.zu.ke.com//zufang/SZ2297862182907682816.html,官龙名苑,2室2厅1卫,东南,6400 元/月,null,整租,"官方核验,近地铁",大学城,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2246266066588409856.html,荔苑小区,4室1厅1卫,北,1960 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",南头,南山区
37㎡,https://sz.zu.ke.com//zufang/SZ2405828868679409664.html,阳光华艺大厦,1室1厅1卫,南,6000 元/月,null,整租,"官方核验,近地铁,精装,随时看房",南山中心,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2246245305722863616.html,宝珠花园,4室1厅2卫,西,1930 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",西丽,南山区
60㎡,https://sz.zu.ke.com//zufang/SZ2364346379398291456.html,临园大厦,2室1厅1卫,南,5500 元/月,null,整租,"官方核验,近地铁,随时看房",蛇口,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2550798085576204288.html,海典居,5室1厅3卫,东,1960 元/月,null,合租,"公寓,精装,押一付一,随时看房",南山中心,南山区
114㎡,https://sz.zu.ke.com//zufang/SZ2367842001371799552.html,龙都花园,4室2厅2卫,南,7200 元/月,null,整租,"官方核验,近地铁,精装,双卫生间",西丽,南山区
13㎡,https://sz.zu.ke.com//zufang/SZ2233891241416990720.html,南油B区,4室1厅1卫,南,2390 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",后海,南山区
8㎡,https://sz.zu.ke.com//zufang/SZ2200055540724809728.html,荔园新村(杜鹃山西街),4室1厅1卫,南,1990 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",华侨城,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2246541631043928064.html,鸿洲新都,3室1厅1卫,北,1760 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",南头,南山区
57㎡,https://sz.zu.ke.com//zufang/SZ2535566228999634944.html,瑞铧苑,2室2厅1卫,南,7000 元/月,null,整租,"官方核验,近地铁",后海,南山区
10㎡,https://sz.zu.ke.com//zufang/SZ2530634092450414592.html,东帝海景家园,3室2厅2卫,南,2300 元/月,null,合租,"租住保障,公寓,近地铁,精装,随时看房",蛇口,南山区
67㎡,https://sz.zu.ke.com//zufang/SZ2536168532900069376.html,百富大厦南山区,2室1厅1卫,东,6000 元/月,null,整租,"官方核验,近地铁,精装",南山中心,南山区
10㎡,https://sz.zu.ke.com//zufang/SZ2087695412219101184.html,桃源村一期,4室1厅1卫,西,2130 元/月,null,合租,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",西丽,南山区
78㎡,https://sz.zu.ke.com//zufang/SZ2505154398792196096.html,龙联花园,2室1厅1卫,南,6200 元/月,null,整租,"官方核验,近地铁",西丽,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2099746152185872384.html,花园城三期,4室1厅2卫,西,1930 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",蛇口,南山区
71㎡,https://sz.zu.ke.com//zufang/SZ2507048908019482624.html,信和自由广场,2室1厅1卫,西南,7200 元/月,null,整租,"官方核验,近地铁,精装",后海,南山区
62㎡,https://sz.zu.ke.com//zufang/SZ2506474416683089920.html,万象新园,2室1厅1卫,东北,7000 元/月,null,整租,"官方核验,精装",南山中心,南山区
87㎡,https://sz.zu.ke.com//zufang/SZ2508008782744002560.html,龙辉花园,3室1厅1卫,南,6400 元/月,null,整租,"官方核验,近地铁,随时看房",西丽,南山区
67㎡,https://sz.zu.ke.com//zufang/SZ2508682257162567680.html,金色阳光雅居,2室1厅1卫,南,7200 元/月,null,整租,"官方核验,近地铁,精装,随时看房",蛇口,南山区
63㎡,https://sz.zu.ke.com//zufang/SZ2508637255350878208.html,鹏都大厦,1室1厅1卫,南,6000 元/月,null,整租,"官方核验,近地铁,随时看房",南山中心,南山区
16㎡,https://sz.zu.ke.com//zufang/SZ2507013596089950208.html,海尚国际,3室1厅1卫,东南,2190 元/月,null,合租,"公寓,月租,近地铁,精装,独立阳台,押一付一,随时看房",蛇口,南山区
70㎡,https://sz.zu.ke.com//zufang/SZ2548480442983006208.html,山海津,2室1厅1卫,东南,6500 元/月,null,整租,"官方核验,精装",蛇口,南山区
15㎡,https://sz.zu.ke.com//zufang/SZ2509930750468423680.html,阳光棕榈园一期,4室1厅2卫,东南,1950 元/月,null,合租,"公寓,月租,近地铁,精装,押一付一,随时看房",前海,南山区
94㎡,https://sz.zu.ke.com//zufang/SZ2541127180923183104.html,华彩花园,3室2厅1卫,东南,7000 元/月,null,整租,"官方核验,随时看房",蛇口,南山区
58㎡,https://sz.zu.ke.com//zufang/SZ2527656511153913856.html,栖游家园,2室1厅1卫,南,7300 元/月,null,整租,官方核验,蛇口,南山区
50㎡,https://sz.zu.ke.com//zufang/SZ2529468122763894784.html,鼎太风华七期,1室1厅1卫,南,5500 元/月,null,整租,"官方核验,随时看房",前海,南山区
57㎡,https://sz.zu.ke.com//zufang/SZ2518590286650163200.html,侨洲花园,2室2厅1卫,南,6000 元/月,null,整租,"官方核验,近地铁",白石洲,南山区
83㎡,https://sz.zu.ke.com//zufang/SZ2497035277827588096.html,海王大厦,2室2厅1卫,南,6300 元/月,null,整租,"官方核验,近地铁,精装,随时看房",南山中心,南山区
89㎡,https://sz.zu.ke.com//zufang/SZ2513005402254213120.html,鹤祥苑,3室1厅1卫,南,6200 元/月,null,整租,"官方核验,近地铁,随时看房",大学城,南山区
48㎡,https://sz.zu.ke.com//zufang/SZ2537632595119194112.html,南海台大厦,1室1厅1卫,西,6800 元/月,null,整租,"官方核验,近地铁,精装",南头,南山区
15㎡,https://sz.zu.ke.com//zufang/SZ2509495140859781120.html,半岛花园A区,4室1厅2卫,南,1610 元/月,null,合租,"公寓,月租,精装,押一付一,随时看房",蛇口,南山区
57㎡,https://sz.zu.ke.com//zufang/SZ2363003601796218880.html,金海岸大厦,2室1厅1卫,南北,7300 元/月,null,整租,"官方核验,近地铁,精装,随时看房",后海,南山区
13㎡,https://sz.zu.ke.com//zufang/SZ2509927543251927040.html,阳光棕榈园一期,4室1厅2卫,东南,1890 元/月,null,合租,"公寓,月租,近地铁,精装,押一付一,随时看房",前海,南山区
55㎡,https://sz.zu.ke.com//zufang/SZ2543275423966969856.html,汇宾广场,2室1厅1卫,西南,6000 元/月,null,整租,"官方核验,精装,随时看房",南山中心,南山区
7㎡,https://sz.zu.ke.com//zufang/SZ2511056725831335936.html,京基御景峯,3室2厅2卫,南,1800 元/月,null,合租,"租住保障,公寓,精装,随时看房",大学城,南山区
69㎡,https://sz.zu.ke.com//zufang/SZ2483219938148892672.html,天朗风清,2室1厅1卫,东南,7200 元/月,null,整租,官方核验,前海,南山区
9㎡,https://sz.zu.ke.com//zufang/SZ2550516369770946560.html,阳光棕榈园一期,5室1厅2卫,东南,1900 元/月,null,合租,"公寓,月租,精装,随时看房",前海,南山区
6㎡,https://sz.zu.ke.com//zufang/SZ2540993451638931456.html,桃源村一期,4室1厅1卫,北,1690 元/月,null,合租,"公寓,近地铁,精装,押一付一,随时看房",西丽,南山区
25㎡,https://sz.zu.ke.com//zufang/SZ2542770952795078656.html,集悦城荔山公寓,1室0厅1卫,东,2430 元/月,null,整租,"租住保障,公寓,月租,精装,随时看房",蛇口,南山区
